question,category,label
"국기, 국장의 모독가 성립하지 않는 경우도 있나요?","국기, 국장의 모독",1
"국기, 국장의 모독가 성립하지 않는 경우도 있나요?",수리방해,0
"국기, 국장의 모독가 성립하지 않는 경우도 있나요?",집행유예의 취소,0
"국기, 국장의 비방가 성립하지 않는 경우도 있나요?","국기, 국장의 비방",1
"국기, 국장의 비방가 성립하지 않는 경우도 있나요?",유치일수의 공제,0
"국기, 국장의 비방가 성립하지 않는 경우도 있나요?",징역,0
"국기, 국장의 비방에 대한 처벌 수위는 어떻게 되나요?","국기, 국장의 비방",1
"국기, 국장의 비방에 대한 처벌 수위는 어떻게 되나요?",법률상의 감경,0
"국기, 국장의 비방에 대한 처벌 수위는 어떻게 되나요?",공용건조물 등 방화,0
"국기, 국장의 비방에 대해 설명해 주세요.","국기, 국장의 비방",1
"국기, 국장의 비방에 대해 설명해 주세요.","중체포, 중감금, 존속중체포, 존속중감금",0
"국기, 국장의 비방에 대해 설명해 주세요.",기간의 계산,0
외국원수에 대한 폭행 등에 대한 처벌 수위는 어떻게 되나요?,외국원수에 대한 폭행 등,1
외국원수에 대한 폭행 등에 대한 처벌 수위는 어떻게 되나요?,부작위범,0
외국원수에 대한 폭행 등에 대한 처벌 수위는 어떻게 되나요?,"촉탁, 승낙에 의한 살인 등",0
피해자가 원하지 않아도 외국원수에 대한 폭행 등로 처벌되나요?,외국원수에 대한 폭행 등,1
피해자가 원하지 않아도 외국원수에 대한 폭행 등로 처벌되나요?,"간접정범, 특수한 교사, 방조에 대한 형의 가중",0
피해자가 원하지 않아도 외국원수에 대한 폭행 등로 처벌되나요?,아편 등의 소지,0
외국원수에 대한 폭행 등에 해당하는 구체적인 예시가 있을까요?,외국원수에 대한 폭행 등,1
외국원수에 대한 폭행 등에 해당하는 구체적인 예시가 있을까요?,사실의 착오,0
외국원수에 대한 폭행 등에 해당하는 구체적인 예시가 있을까요?,국외에 있는 내국선박 등에서 외국인이 범한 죄,0
외국사절에 대한 폭행 등에 대한 처벌 수위는 어떻게 되나요?,외국사절에 대한 폭행 등,1
외국사절에 대한 폭행 등에 대한 처벌 수위는 어떻게 되나요?,먹는 물 혼독치사상,0
외국사절에 대한 폭행 등에 대한 처벌 수위는 어떻게 되나요?,내국인의 국외범,0
외국사절에 대한 폭행 등가 적용되는 조건은 무엇인가요?,외국사절에 대한 폭행 등,1
외국사절에 대한 폭행 등가 적용되는 조건은 무엇인가요?,시체 등의 유기 등,0
외국사절에 대한 폭행 등가 적용되는 조건은 무엇인가요?,"살인, 존속살해",0
외국사절에 대한 폭행 등에 해당하는 구체적인 예시가 있을까요?,외국사절에 대한 폭행 등,1
외국사절에 대한 폭행 등에 해당하는 구체적인 예시가 있을까요?,사형,0
외국사절에 대한 폭행 등에 해당하는 구체적인 예시가 있을까요?,특수주거침입,0
"피해자가 원하지 않아도 외국의 국기, 국장의 모독로 처벌되나요?","외국의 국기, 국장의 모독",1
"피해자가 원하지 않아도 외국의 국기, 국장의 모독로 처벌되나요?",권리행사방해,0
"피해자가 원하지 않아도 외국의 국기, 국장의 모독로 처벌되나요?",피의사실공표,0
"외국의 국기, 국장의 모독가 적용되는 조건은 무엇인가요?","외국의 국기, 국장의 모독",1
"외국의 국기, 국장의 모독가 적용되는 조건은 무엇인가요?","미성년자에 대한 간음, 추행",0
"외국의 국기, 국장의 모독가 적용되는 조건은 무엇인가요?",전시공수계약불이행,0
"외국의 국기, 국장의 모독에 대한 처벌 수위는 어떻게 되나요?","외국의 국기, 국장의 모독",1
"외국의 국기, 국장의 모독에 대한 처벌 수위는 어떻게 되나요?",외교상기밀의 누설,0
"외국의 국기, 국장의 모독에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등",0
피해자의 의사가 적용되는 조건은 무엇인가요?,피해자의 의사,1
피해자의 의사가 적용되는 조건은 무엇인가요?,특수도주,0
피해자의 의사가 적용되는 조건은 무엇인가요?,범죄단체 등의 조직,0
피해자의 의사는 어떤 행위를 하면 성립하나요?,피해자의 의사,1
피해자의 의사는 어떤 행위를 하면 성립하나요?,장례식등의 방해,0
피해자의 의사는 어떤 행위를 하면 성립하나요?,위계에 의한 공무집행방해,0
피해자의 의사에 해당하는 구체적인 예시가 있을까요?,피해자의 의사,1
피해자의 의사에 해당하는 구체적인 예시가 있을까요?,"공인 등의 위조, 부정사용",0
피해자의 의사에 해당하는 구체적인 예시가 있을까요?,미성년자 등에 대한 간음,0
외국에 대한 사전는 어떤 행위를 하면 성립하나요?,외국에 대한 사전,1
외국에 대한 사전는 어떤 행위를 하면 성립하나요?,"협박, 존속협박",0
외국에 대한 사전는 어떤 행위를 하면 성립하나요?,경계침범,0
외국에 대한 사전에 해당하는 구체적인 예시가 있을까요?,외국에 대한 사전,1
외국에 대한 사전에 해당하는 구체적인 예시가 있을까요?,사실의 착오,0
외국에 대한 사전에 해당하는 구체적인 예시가 있을까요?,허위진단서등의 작성,0
외국에 대한 사전에 대해 설명해 주세요.,외국에 대한 사전,1
외국에 대한 사전에 대해 설명해 주세요.,선거방해,0
외국에 대한 사전에 대해 설명해 주세요.,과실,0
중립명령위반에 대해 설명해 주세요.,중립명령위반,1
중립명령위반에 대해 설명해 주세요.,수돗물의 사용방해,0
중립명령위반에 대해 설명해 주세요.,사문서의 부정행사,0
중립명령위반는 어떤 행위를 하면 성립하나요?,중립명령위반,1
중립명령위반는 어떤 행위를 하면 성립하나요?,"미성년자의 약취, 유인",0
중립명령위반는 어떤 행위를 하면 성립하나요?,시체 등의 오욕,0
중립명령위반가 성립하지 않는 경우도 있나요?,중립명령위반,1
중립명령위반가 성립하지 않는 경우도 있나요?,수리방해,0
중립명령위반가 성립하지 않는 경우도 있나요?,"허위의 감정, 통역, 번역",0
외교상기밀의 누설가 성립하지 않는 경우도 있나요?,외교상기밀의 누설,1
외교상기밀의 누설가 성립하지 않는 경우도 있나요?,"점유강취, 준점유강취",0
외교상기밀의 누설가 성립하지 않는 경우도 있나요?,국헌문란의 정의,0
외교상기밀의 누설에 해당하는 구체적인 예시가 있을까요?,외교상기밀의 누설,1
외교상기밀의 누설에 해당하는 구체적인 예시가 있을까요?,체포ㆍ감금등의 치사상,0
외교상기밀의 누설에 해당하는 구체적인 예시가 있을까요?,미수범의 처벌,0
외교상기밀의 누설는 어떤 행위를 하면 성립하나요?,외교상기밀의 누설,1
외교상기밀의 누설는 어떤 행위를 하면 성립하나요?,부작위범,0
외교상기밀의 누설는 어떤 행위를 하면 성립하나요?,징역,0
범죄단체 등의 조직는 어떤 행위를 하면 성립하나요?,범죄단체 등의 조직,1
범죄단체 등의 조직는 어떤 행위를 하면 성립하나요?,"횡령, 배임",0
범죄단체 등의 조직는 어떤 행위를 하면 성립하나요?,간수자의 도주원조,0
범죄단체 등의 조직가 성립하지 않는 경우도 있나요?,범죄단체 등의 조직,1
범죄단체 등의 조직가 성립하지 않는 경우도 있나요?,종범,0
범죄단체 등의 조직가 성립하지 않는 경우도 있나요?,"주거침입, 퇴거불응",0
피해자가 원하지 않아도 범죄단체 등의 조직로 처벌되나요?,범죄단체 등의 조직,1
피해자가 원하지 않아도 범죄단체 등의 조직로 처벌되나요?,"업무상실화, 중실화",0
피해자가 원하지 않아도 범죄단체 등의 조직로 처벌되나요?,과실일수,0
소요에 대해 설명해 주세요.,소요,1
소요에 대해 설명해 주세요.,수도불통,0
소요에 대해 설명해 주세요.,공문서 등의 부정행사,0
소요는 어떤 행위를 하면 성립하나요?,소요,1
소요는 어떤 행위를 하면 성립하나요?,음화반포등,0
소요는 어떤 행위를 하면 성립하나요?,판결선고후의 누범발각,0
소요는 실수로 해도 처벌되나요?,소요,1
소요는 실수로 해도 처벌되나요?,절도,0
소요는 실수로 해도 처벌되나요?,자구행위,0
다중불해산에 대한 처벌 수위는 어떻게 되나요?,다중불해산,1
다중불해산에 대한 처벌 수위는 어떻게 되나요?,방수방해,0
다중불해산에 대한 처벌 수위는 어떻게 되나요?,음화반포등,0
다중불해산에 해당하는 구체적인 예시가 있을까요?,다중불해산,1
다중불해산에 해당하는 구체적인 예시가 있을까요?,아편흡식기의 제조 등,0
다중불해산에 해당하는 구체적인 예시가 있을까요?,국외에 있는 내국선박 등에서 외국인이 범한 죄,0
다중불해산가 성립하지 않는 경우도 있나요?,다중불해산,1
다중불해산가 성립하지 않는 경우도 있나요?,양형의 조건,0
다중불해산가 성립하지 않는 경우도 있나요?,"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",0
피해자가 원하지 않아도 전시공수계약불이행로 처벌되나요?,전시공수계약불이행,1
피해자가 원하지 않아도 전시공수계약불이행로 처벌되나요?,형기의 기산,0
피해자가 원하지 않아도 전시공수계약불이행로 처벌되나요?,아동혹사,0
전시공수계약불이행가 성립하지 않는 경우도 있나요?,전시공수계약불이행,1
전시공수계약불이행가 성립하지 않는 경우도 있나요?,"업무상과실, 중과실",0
전시공수계약불이행가 성립하지 않는 경우도 있나요?,교사범,0
전시공수계약불이행는 실수로 해도 처벌되나요?,전시공수계약불이행,1
전시공수계약불이행는 실수로 해도 처벌되나요?,"업무상실화, 중실화",0
전시공수계약불이행는 실수로 해도 처벌되나요?,"예비, 음모, 선동, 선전",0
공무원자격의 사칭는 어떤 행위를 하면 성립하나요?,공무원자격의 사칭,1
공무원자격의 사칭는 어떤 행위를 하면 성립하나요?,친족간의 범행,0
공무원자격의 사칭는 어떤 행위를 하면 성립하나요?,정당행위,0
공무원자격의 사칭에 대한 처벌 수위는 어떻게 되나요?,공무원자격의 사칭,1
공무원자격의 사칭에 대한 처벌 수위는 어떻게 되나요?,중지범,0
공무원자격의 사칭에 대한 처벌 수위는 어떻게 되나요?,"약취, 유인, 매매, 이송 등 상해ㆍ치상",0
공무원자격의 사칭는 실수로 해도 처벌되나요?,공무원자격의 사칭,1
공무원자격의 사칭는 실수로 해도 처벌되나요?,형의 시효의 정지,0
공무원자격의 사칭는 실수로 해도 처벌되나요?,시설파괴이적,0
폭발물 사용에 대해 설명해 주세요.,폭발물 사용,1
폭발물 사용에 대해 설명해 주세요.,"미성년자의 약취, 유인",0
폭발물 사용에 대해 설명해 주세요.,실화,0
폭발물 사용가 적용되는 조건은 무엇인가요?,폭발물 사용,1
폭발물 사용가 적용되는 조건은 무엇인가요?,특수폭행,0
폭발물 사용가 적용되는 조건은 무엇인가요?,집행유예의 실효,0
폭발물 사용는 실수로 해도 처벌되나요?,폭발물 사용,1
폭발물 사용는 실수로 해도 처벌되나요?,기간의 계산,0
폭발물 사용는 실수로 해도 처벌되나요?,타인의 권리대상이 된 자기의 물건,0
"예비, 음모, 선동에 대해 설명해 주세요.","예비, 음모, 선동",1
"예비, 음모, 선동에 대해 설명해 주세요.","점유강취, 준점유강취",0
"예비, 음모, 선동에 대해 설명해 주세요.","횡령, 배임",0
"예비, 음모, 선동에 해당하는 구체적인 예시가 있을까요?","예비, 음모, 선동",1
"예비, 음모, 선동에 해당하는 구체적인 예시가 있을까요?","자백, 자수",0
